title,runtime,budget,original_language,Year,Month,Genre
The Real McCoy,94.0,650,en,1999,08,Music Documentary 
Anything for Her,96.0,10000000,fr,2008,12,Drama Thriller 
The Dilemma,111.0,70000000,en,2011,01,Comedy Drama 
The Gorgeous Hussy,103.0,1119000,en,1936,08,Drama History 
Congorama,105.0,5000000,fr,2006,05,Drama Foreign 
The Housemaid,106.0,4000000,ko,2010,05,Thriller Drama 
Limitless,105.0,27000000,en,2011,03,Thriller Mystery Science Fiction 
I Spit on Your Grave,108.0,2000000,en,2010,06,Thriller Crime Horror 
Even the Rain,104.0,10600000,fr,2010,09,Drama History 
Up in Arms,105.0,2000000,en,1944,02,Drama Comedy Music Romance 
Speed & Angels,95.0,1,en,2008,02,Documentary 
What Women Want,116.0,5000000,zh,2011,02,Romance Drama Comedy 
No Strings Attached,107.0,25000000,en,2011,01,Comedy Romance 
The Lincoln Lawyer,119.0,40000000,en,2011,03,Crime Drama Thriller 
The Rite,114.0,37000000,en,2011,01,Drama Thriller Horror 
All Star Superman,76.0,3500000,en,2011,02,Animation Action Adventure 
Eccentricities of a Blonde-Haired Girl,64.0,2500000,pt,2009,02,Drama Romance 
Hadewijch,120.0,4600000,fr,2009,11,Drama 
Nickelodeon,121.0,9000000,en,1976,12,Comedy 
Virus X,85.0,3500000,en,2010,10,Drama Thriller Horror Science Fiction 
From Prada to Nada,107.0,93,en,2011,01,Comedy Drama Romance 
Country Strong,117.0,15000000,en,2010,12,Drama Romance 
Unknown,113.0,30000000,en,2011,02,Action Mystery Thriller 
Sanctum,108.0,30000000,en,2011,02,Action Thriller 
Tongan Ninja,83.0,50000,en,2002,11,Action Comedy Foreign 
Gnomeo & Juliet,84.0,36000000,en,2011,01,Animation Family 
The Misadventures of Margaret,105.0,5,en,1998,12,Romance Comedy 
Burke & Hare,91.0,10000000,en,2010,10,Comedy Thriller 
Army of Crime,139.0,10000000,fr,2009,05,War Drama History 
Vanishing on 7th Street,92.0,10000000,en,2010,09,Mystery Horror Thriller 
Paul,104.0,40000000,en,2011,02,Adventure Comedy Science Fiction 
Brother 2,122.0,1500000,ru,2000,01,Drama Thriller 
At Long Last Love,118.0,6000000,en,1975,03,Comedy Music Romance 
Drive Angry,105.0,50000000,en,2011,02,Fantasy Thriller Action Crime 
Rango,107.0,135000000,en,2011,03,Animation Comedy Family Western Adventure 
Take Me Home Tonight,97.0,19000000,en,2011,03,Comedy Drama Romance 
The Adjustment Bureau,106.0,50200000,en,2011,03,Science Fiction Thriller Romance 
The Mechanic,93.0,40000000,en,2011,01,Action Thriller Crime 
Hall Pass,105.0,36000000,en,2011,02,Comedy 
The Eagle,114.0,25000000,en,2011,02,Adventure Drama 
I Am Number Four,109.0,50000000,en,2011,02,Action Thriller Science Fiction Adventure 
The Assassin Next Door,102.0,3000000,ru,2009,04,Action Drama Thriller 
71: Into the Fire,120.0,10400000,en,2010,06,War 
Battle: Los Angeles,116.0,70000000,en,2011,03,Action Science Fiction 
Rasen,97.0,2900000,ja,1998,01,Horror 
Janky Promoters,85.0,10000000,en,2009,10,Comedy 
Mars Needs Moms,88.0,150000000,en,2011,03,Adventure Animation Family 
Black Lightning,102.0,15000000,ru,2009,12,Action 
Medicine for Melancholy,88.0,13000,en,2008,03,Drama Romance 
Closing the Ring,118.0,23000000,en,2007,09,Drama Romance 
Mesrine: Public Enemy #1,133.0,80000000,fr,2008,11,Action Thriller Crime Drama 
Just Go with It,117.0,80000000,en,2011,02,Romance Comedy 
Red Riding Hood,100.0,42000000,en,2011,03,Fantasy Thriller Horror 
"Big Mommas: Like Father, Like Son",107.0,32000000,en,2011,02,Crime Comedy Action 
Super,96.0,2500000,en,2010,09,Comedy Action Drama 
Troll Hunter,103.0,3500000,nb,2010,10,Fantasy Horror 
Source Code,93.0,32000000,en,2011,03,Thriller Science Fiction Mystery 
Sucker Punch,110.0,82000000,en,2011,03,Action Fantasy Thriller 
Essential Killing,84.0,3167000,en,2010,09,Thriller War 
Chalet Girl,96.0,8000000,en,2011,02,Comedy Romance 
Black Bread,108.0,6000000,ca,2010,10,Drama Crime 
Connected,110.0,5750000,cn,2008,09,Thriller 
Beneath Hill 60,122.0,7347125,en,2010,04,Drama History War 
Insidious,103.0,1500000,en,2010,09,Horror Thriller 
Hobo with a Shotgun,86.0,3000000,en,2011,05,Action Comedy Thriller 
Win Win,106.0,10831173,en,2011,03,Drama Comedy 
The Time That Remains,109.0,6500000,it,2009,08,Drama History Foreign 
Artois the Goat,110.0,50000,en,2009,09,Comedy Romance 
Boy,87.0,3,en,2010,02,Drama Comedy 
Diary of a Wimpy Kid: Rodrick Rules,99.0,21000000,en,2011,03,Family Comedy 
Henry's Crime,108.0,12000000,en,2010,01,Crime Comedy 
Hop,95.0,63000000,en,2011,03,Animation Comedy Family 
Delta,96.0,1500000,hu,2008,09,Drama 
The Nutcracker,93.0,19000000,en,1993,11,Family Fantasy Music 
13 Assassins,141.0,6000000,ja,2010,09,Adventure Drama Action 
Hanna,111.0,30000000,en,2011,04,Action Thriller Adventure 
St. George Shoots the Dragon,120.0,5000000,sr,2009,03,Drama Foreign War 
New Kids Turbo,84.0,1500000,nl,2010,12,Action Comedy 
Reykjavik Whale Watching Massacre,84.0,4000000,en,2009,09,Comedy Horror 
Beyond,99.0,3000000,sv,2010,12,Drama 
Into Eternity,75.0,900000,en,2010,11,Documentary 
Arthur,110.0,40000000,en,2011,04,Comedy Romance 
Scream 4,111.0,40000000,en,2011,04,Horror Mystery 
Rio,96.0,90000000,en,2011,04,Animation Adventure Comedy Family 
The Princess of Montpensier,139.0,14734000,fr,2010,11,Action Drama History Romance 
Melancholia,136.0,7400000,da,2011,05,Drama Science Fiction 
Thor,115.0,150000000,en,2011,04,Adventure Fantasy Action 
Atlas Shrugged Part I,97.0,15000000,en,2011,04,Drama Thriller Science Fiction Mystery 
Spring Breakdown,84.0,12300000,en,2009,05,Comedy 
Welcome to the South,102.0,4000000,it,2010,10,Comedy 
The Resident,91.0,20000000,en,2011,02,Thriller Mystery 
Outside the Law,137.0,30000000,fr,2010,09,Action Drama History War 
Mildred Pierce,336.0,20000000,en,2011,03,Drama 
Ito: Diary of an Urban Priest,117.0,560000,en,2010,11,Documentary 
Water for Elephants,120.0,38000000,en,2011,03,Drama Romance 
The Names of Love,100.0,4600000,fr,2010,11,Drama Comedy Romance 
Tracker,102.0,6500000,en,2010,05,Action Drama Thriller Adventure 
1612: Chronicles of the Dark Time,135.0,12000000,ru,2007,10,History Drama 
Fast Five,130.0,125000000,en,2011,04,Action Thriller Crime 
"Yes, Giorgio",110.0,19000000,en,1982,09,Drama Comedy Romance Foreign 
The Robber,96.0,3900000,de,2010,02,Drama Thriller Crime 
Incendies,130.0,6800000,fr,2010,09,Drama War Mystery 
Soul Surfer,106.0,18000000,en,2011,04,Family Action Drama 
Something Borrowed,112.0,35000000,en,2011,05,Comedy Drama Romance 
Bridesmaids,125.0,32500000,en,2011,04,Comedy Romance 
Priest,87.0,60000000,en,2011,05,Action Science Fiction Fantasy Thriller Horror 
The Storm Warriors,150.0,100000000,cn,2009,12,Action Adventure Fantasy 
Eye of the Dolphin,100.0,2500000,en,2007,08,Drama 
Intimate Enemies,108.0,9780000,fr,2007,01,Drama War History 
The Beaver,91.0,21000000,en,2011,02,Drama 
The Tortured,79.0,8500000,en,2010,06,Horror 
Pirates of the Caribbean: On Stranger Tides,136.0,380000000,en,2011,05,Adventure Action Fantasy 
Midnight in Paris,94.0,30000000,en,2011,05,Fantasy Comedy Romance 
The Tree of Life,139.0,32000000,en,2011,05,Drama Fantasy 
The Hangover Part II,102.0,80000000,en,2011,05,Comedy 
Nothing to Declare,108.0,32000000,fr,2010,12,Comedy 
John Rabe,134.0,20000000,en,2009,04,Drama History War 
The Virginity Hit,120.0,2000000,en,2010,09,Comedy 
Pina,106.0,4317946,de,2011,02,Documentary 
Eyes of a Stranger,84.0,800000,en,1981,02,Horror Thriller 
The Roommate,91.0,16000000,en,2011,02,Thriller Drama Horror 
The Strange Case of Angelica,97.0,2000000,pt,2010,12,Drama 
Trust,104.0,9500000,en,2010,09,Crime Drama Thriller 
The Speed of Thought,94.0,2000000,en,2011,04,Action Thriller Science Fiction 
Stolen,97.0,2000000,en,2009,10,Crime Drama Mystery Thriller 
A Shine of Rainbows,101.0,6000000,en,2009,10,Drama Family 
The Double Hour,95.0,3906840,it,2009,10,Crime Drama Mystery Romance Thriller 
Attack the Block,88.0,14350531,en,2011,05,Action Comedy Science Fiction 
The Tunnel,90.0,135000,en,2011,05,Horror Thriller Mystery 
Kung Fu Panda 2,91.0,150000000,en,2011,05,Animation Family 
X-Men: First Class,132.0,160000000,en,2011,05,Action Science Fiction Adventure 
The Other Woman,98.0,30000000,en,2010,10,Drama 
Everything Must Go,97.0,5000000,en,2010,10,Comedy Drama Romance 
Beginners,105.0,3200000,en,2010,09,Drama Romance Comedy 
Super 8,112.0,50000000,en,2011,06,Thriller Science Fiction Mystery 
Falling,88.0,2705100,de,2006,09,Drama 
Interkosmos,71.0,9500,en,2006,01,Drama Science Fiction 
Green Lantern,114.0,200000000,en,2011,06,Adventure Action Thriller Science Fiction 
Stricken,105.0,4000000,nl,2009,11,Drama 
Mr. Popper's Penguins,94.0,55000000,en,2011,06,Comedy Family 
Bad Teacher,92.0,20000000,en,2011,05,Comedy 
Why Did I Get Married Too?,121.0,20000000,en,2010,04,Comedy Romance 
Transformers: Dark of the Moon,154.0,195000000,en,2011,06,Action Science Fiction Adventure 
Larry Crowne,98.0,30000000,en,2011,06,Comedy Romance Drama 
Your Highness,102.0,49900000,en,2011,04,Comedy 
YellowBrickRoad,99.0,500000,en,2010,01,Horror Thriller 
Judy Moody and the Not Bummer Summer,91.0,20000000,en,2011,06,Comedy Family 
"Have Dreams, Will Travel",86.0,5000000,en,2007,05,Drama Romance 
Kalamity,100.0,2000000,en,2010,10,Mystery Thriller 
The Four-Faced Liar,87.0,2000000,en,2010,01,Comedy Drama Romance 
Girl Play,80.0,1000000,en,2004,07,Comedy 
Takers,107.0,32000000,en,2010,08,Action Crime Drama Thriller 
"Cougars, Inc.",81.0,1000000,en,2011,05,Comedy Drama 
Zookeeper,102.0,80000000,en,2011,07,Comedy Romance Family 
Horrible Bosses,98.0,35000000,en,2011,07,Comedy Crime 
Hunter Prey,90.0,425000,en,2009,01,Science Fiction Thriller 
Cars 2,106.0,200000000,en,2011,06,Animation Family Adventure Comedy 
In Her Skin,107.0,7000000,en,2009,03,Drama Thriller 
Mondo Trasho,95.0,2100,en,1969,03,Comedy 
The Mysterious Lady,89.0,337,en,1928,08,Adventure Drama 
The Ward,88.0,10000000,en,2010,09,Horror Thriller 
The Betrayed,98.0,3500000,en,2008,09,Crime Drama Mystery Thriller 
Elvis,150.0,2100000,en,1979,02,Drama Music TV Movie 
Delhi Belly,102.0,4090000,hi,2011,07,Action Comedy Foreign 
Snowblind,92.0,300000,en,2010,11,Western 
Monte Carlo,109.0,20000000,en,2011,07,Adventure Comedy Romance 
Monogamy,94.0,1000000,en,2010,04,Drama Romance 
Harry Potter and the Deathly Hallows: Part 2,130.0,125000000,en,2011,07,Family Fantasy Adventure 
Drive,100.0,15000000,en,2011,08,Drama Action Thriller Crime 
Snow Flower and the Secret Fan,104.0,134005,en,2011,07,Drama History 
Captain America: The First Avenger,124.0,140000000,en,2011,07,Action Adventure Science Fiction 
"Crazy, Stupid, Love.",118.0,50000000,en,2011,07,Comedy Drama Romance 
One Day,107.0,15000000,en,2011,03,Drama Romance 
The Guard,96.0,6000000,en,2011,07,Action Comedy Thriller Crime 
Griff the Invisible,93.0,2902660,en,2011,08,Romance Comedy Drama 
Quarantine 2: Terminal,86.0,4000000,en,2011,06,Horror Mystery Science Fiction 
Earth Days,90.0,1200000,en,2009,08,Documentary 
Winnie the Pooh,63.0,30000000,en,2011,04,Animation Family 
The Goalie's Anxiety at the Penalty Kick,101.0,410000,de,1972,02,Crime Drama 
The Smurfs,103.0,110000000,en,2011,07,Animation Family Adventure Comedy Fantasy 
Dylan Dog: Dead of Night,107.0,20000000,en,2011,03,Action Comedy Horror Mystery Science Fiction Thriller 
The Undefeated,117.0,1000000,en,2011,07,Documentary 
Chromophobia,136.0,10000000,en,2005,01,Drama 
Friends with Benefits,109.0,35000000,en,2011,07,Romance Comedy 
Last Stop 174,108.0,4700000,pt,2008,10,Drama Crime 
Alpha and Omega,88.0,20000000,en,2010,09,Family Animation 
Deadfall,98.0,10000000,en,1993,10,Crime Drama Thriller 
Blitz,97.0,15774948,en,2011,05,Crime Action Thriller 
Mysteries of Lisbon,272.0,2500000,pt,2010,10,Mystery Drama 
Our Idiot Brother,90.0,10000000,en,2011,08,Comedy Drama 
Twixt,84.0,7000000,en,2011,09,Horror Thriller 
Princess Kaiulani,130.0,9000000,en,2010,05,Drama 
Death Race 2,96.0,7000000,en,2010,11,Action Thriller Science Fiction 
West Is West,103.0,3837625,en,2010,10,Comedy 
Rise of the Planet of the Apes,105.0,93000000,en,2011,08,Thriller Action Drama Science Fiction 
Ponterosa,105.0,350000,fi,2001,03,Comedy 
The Change-Up,112.0,52000000,en,2011,08,Comedy 
The Help,146.0,25000000,en,2011,08,Drama 
30 Minutes or Less,83.0,28000000,en,2011,08,Action Adventure Comedy 
Bulldog Drummond,90.0,550000,en,1929,05,Action Thriller 
Glee: The Concert Movie,84.0,9000000,en,2011,08,Documentary Music Family 
The Trotsky,120.0,6400000,en,2009,09,Comedy 
Final Destination 5,92.0,47000000,en,2011,08,Horror Mystery 
The Conspirator,122.0,25000000,en,2010,09,Crime Drama History 
A Very Harold & Kumar Christmas,108.0,19000000,en,2011,11,Comedy 
Missile to the Moon,78.0,65000,en,1958,11,Science Fiction 
Loose Cannons,110.0,7000000,it,2010,02,Comedy Drama Romance 
Spy Kids: All the Time in the World,89.0,27000000,en,2011,08,Family Comedy Action 
Miranda,80.0,784170,en,1948,04,Comedy Drama Fantasy Romance Science Fiction 
Don't Be Afraid of the Dark,99.0,25000000,en,2010,11,Fantasy Horror Thriller 
Fright Night,106.0,17000000,en,2011,08,Horror Comedy 
Another Earth,92.0,100000,en,2011,07,Drama Science Fiction 
Hesher,106.0,7000000,en,2010,01,Drama 
American Boy: A Profile of: Steven Prince,55.0,155000,en,1978,09,Documentary 
Stake Land,98.0,650000,en,2010,09,Drama Horror Action Thriller Science Fiction 
The Debt,113.0,20000000,en,2010,04,Drama Thriller 
Colombiana,108.0,40000000,en,2011,07,Action Thriller Crime Drama 
Freakonomics,93.0,3000000,en,2010,10,Documentary 
Puzzlehead,81.0,500000,en,2005,04,Science Fiction Thriller 
The Possession of Joel Delaney,105.0,1300000,en,1972,05,Horror 
The Skin I Live In,117.0,13000000,es,2011,08,Drama Horror Mystery Thriller 
Conan the Barbarian,113.0,90000000,en,2011,08,Adventure Fantasy Action 
Dead Awake,92.0,3500000,en,2010,12,Fantasy Mystery Thriller Romance 
Prom,104.0,8000000,en,2011,04,Comedy 
Stay Cool,94.0,4500000,en,2009,04,Comedy 
Walled In,92.0,10000000,en,2009,02,Horror Thriller 
Fierce Light: When Spirit Meets Action,90.0,1180000,en,2008,01,Documentary 
Chill,88.0,850000,en,2007,02,Horror 
The Future,91.0,1000000,en,2011,02,Comedy Drama 
Red State,88.0,4000000,en,2011,08,Horror Action Thriller 
Short Sharp Shock,93.0,500000,de,1998,10,Drama Thriller 
Chinese Take-Out,93.0,5000000,es,2011,03,Comedy 
A Better Life,98.0,10000000,en,2011,06,Drama 
I Don't Know How She Does It,89.0,24000000,en,2011,09,Romance Comedy 
Shark Night,91.0,28000000,en,2011,09,Horror Thriller 
Contagion,106.0,60000000,en,2011,09,Drama Thriller Science Fiction 
We Have a Pope,102.0,11000000,it,2011,04,Drama Comedy 
Sleeping Beauty,102.0,10000000,en,2011,06,Drama Romance 
Straw Dogs,110.0,25000000,en,2011,09,Drama Thriller 
Moneyball,133.0,50000000,en,2011,09,Drama 
William S. Burroughs: A Man Within,88.0,160000,en,2010,11,Documentary 
Le Havre,93.0,3850000,fr,2011,05,Drama Comedy 
Restless,91.0,8000000,en,2011,09,Drama Romance 
Point Blank,84.0,16000000,fr,2010,12,Action Thriller Crime 
Ironclad,121.0,25000000,en,2011,03,Romance Adventure Action History 
Bereavement,103.0,2000000,en,2010,07,Crime Horror Mystery 
The Avengers,143.0,220000000,en,2012,04,Science Fiction Action Adventure 
Tinker Tailor Soldier Spy,127.0,30000000,en,2011,09,Drama Thriller Mystery 
A Separation,123.0,800000,fa,2011,03,Drama 
A Dangerous Method,99.0,15000000,en,2011,09,Drama Thriller 
Warrior,140.0,25000000,en,2011,09,Action Drama 
Sherlock Holmes,89.0,1000000,en,2010,01,Fantasy Drama Horror Action Thriller Mystery 
The Ides of March,101.0,12500000,en,2011,09,Drama 
Kill List,95.0,500000,en,2011,09,Horror Thriller Crime 
Killer Elite,116.0,66000000,en,2011,09,Action Adventure Thriller 
Badmaash Company,144.0,6250000,hi,2010,05,Comedy Crime Drama 
Bellflower,106.0,17000,en,2011,04,Action Drama Romance 
50/50,100.0,8000000,en,2011,09,Comedy Drama 
Warrior of the Lost World,92.0,500000,en,1983,01,Action Science Fiction 
Main Street,92.0,10000000,en,2010,10,Drama Romance 
Superman and the Mole-Men,58.0,275000,en,1951,11,Drama Science Fiction Action Family Fantasy 
Generation P,112.0,7000000,ru,2011,04,Comedy Drama Science Fiction 
The Artist,100.0,15000000,en,2011,05,Drama Comedy Romance 
Blinky™,13.0,61733,en,2011,03,Horror Science Fiction 
Enthiran,155.0,26400000,ta,2010,10,Action Comedy Drama Romance Science Fiction 
Ticking Clock,101.0,6000000,en,2011,01,Action Thriller Science Fiction Mystery 
Take Shelter,120.0,5000000,en,2011,11,Thriller Drama 
Road to Nowhere,121.0,5000000,en,2011,04,Mystery Thriller 
The Music Never Stopped,105.0,4000000,en,2011,03,Drama 
Real Steel,127.0,110000000,en,2011,09,Action Science Fiction Drama 
The Pleasure of Being Robbed,71.0,500000,en,2008,10,Drama 
Footloose,113.0,24000000,en,2011,10,Drama Music Romance 
The Thing,103.0,35000000,en,2011,10,Horror Science Fiction Mystery Thriller 
The Harvest (La Cosecha),80.0,56000,en,2011,07,Documentary 
We Need to Talk About Kevin,112.0,7000000,en,2011,09,Drama Thriller 
The Three Musketeers,110.0,75000000,en,2011,08,Adventure Action Thriller 
In Time,109.0,40000000,en,2011,10,Action Thriller Science Fiction 
A Pain in the Ass,86.0,30000000,fr,2008,01,Comedy 
Burning Palms,112.0,5800000,en,2010,04,Comedy Drama Family 
Margaret,149.0,14000000,en,2011,09,Drama 
Carnage,80.0,25000000,en,2011,09,Comedy Drama 
Assassination Games,101.0,8000000,en,2011,07,Drama Action Crime 
Margin Call,107.0,3500000,en,2011,09,Thriller Drama 
Paranormal Activity 3,83.0,5000000,en,2011,10,Horror 
Johnny English Reborn,101.0,45000000,en,2011,09,Crime Adventure Action Comedy Thriller 
Abduction,106.0,35000000,en,2011,09,Thriller Action Mystery 
This Must Be the Place,118.0,25000000,en,2011,10,Drama 
Shame,100.0,6500000,en,2011,10,Drama 
Unholy,90.0,250000,en,2007,09,Horror Science Fiction Thriller 
What's Your Number?,106.0,20000000,en,2011,09,Comedy Romance 
Dream House,84.0,50000000,en,2011,09,Drama Thriller Mystery 
Mulan: Rise of a Warrior,115.0,12000000,zh,2009,11,Adventure Drama Action 
Machine Gun Preacher,129.0,30000000,en,2011,09,Action Thriller Crime 
Miss Representation,85.0,750000,en,2011,01,Documentary 
Anonymous,130.0,30000000,en,2011,10,Drama History Thriller 
Tower Heist,104.0,75000000,en,2011,11,Action Comedy 
J. Edgar,137.0,35000000,en,2011,11,Drama Crime History 
The Double,98.0,17000000,en,2011,10,Action Drama Crime 
The Adventures of Tintin,107.0,130000000,en,2011,10,Adventure Animation Mystery 
The Son of No One,90.0,15000000,en,2011,11,Drama Thriller Crime 
Tomboy,82.0,1000000,fr,2011,04,Drama 
Hugo,126.0,170000000,en,2011,11,Adventure Drama Family 
Higher Ground,109.0,2000000,en,2011,08,Drama Thriller 
Trespass,91.0,36000000,en,2011,10,Crime Drama Thriller 
The Dark House,105.0,1300000,en,2009,11,Drama Horror Thriller Crime 
Street Scene,78.0,584000,en,1931,09,Drama 
Immortals,110.0,75000000,en,2011,11,Fantasy Action Drama 
Jack and Jill,91.0,79000000,en,2011,11,Comedy 
The Devil's Double,109.0,19100000,en,2011,02,Drama Action Thriller Crime War 
Setup,85.0,20000000,en,2011,11,Action Crime Drama Thriller 
Another Happy Day,119.0,4000000,en,2011,11,Comedy Drama 
Shaolin,131.0,29000000,cn,2011,01,Action Drama 
Wuthering Heights,129.0,8000000,en,2011,09,Drama Romance 
